ONTOLOGY,ID,pathway,Biodomain
BP,GO:1903580,positive regulation of ATP metabolic process,none
BP,GO:2000178,negative regulation of neural precursor cell proliferation,none
BP,GO:0090394,negative regulation of excitatory postsynaptic potential,Synapse
BP,GO:0098884,postsynaptic neurotransmitter receptor internalization,Endolysosome
BP,GO:0140239,postsynaptic endocytosis,Endolysosome
BP,GO:1902275,regulation of chromatin organization,Epigenetic
BP,GO:0032651,regulation of interleukin-1 beta production,Immune Response
MF,GO:0034185,apolipoprotein binding,Lipid Metabolism
BP,GO:0097501,stress response to metal ion,Metal Binding and Homeostasis
BP,GO:0003184,pulmonary valve morphogenesis,none
BP,GO:0007569,cell aging,none
BP,GO:0022404,molting cycle process,none
BP,GO:0022405,hair cycle process,none
BP,GO:0031279,regulation of cyclase activity,none
CC,GO:0031362,anchored component of external side of plasma membrane,none
BP,GO:0035384,thioester biosynthetic process,none
BP,GO:0048857,neural nucleus development,none
BP,GO:0050848,regulation of calcium-mediated signaling,none
BP,GO:0071260,cellular response to mechanical stimulus,none
BP,GO:0071616,acyl-CoA biosynthetic process,none
BP,GO:0098773,skin epidermis development,none
BP,GO:0046785,microtubule polymerization,Structural Stabilization
BP,GO:0001956,positive regulation of neurotransmitter secretion,Synapse
BP,GO:0098884,postsynaptic neurotransmitter receptor internalization,Synapse
BP,GO:0140239,postsynaptic endocytosis,Synapse
CC,GO:0000421,autophagosome membrane,Autophagy
BP,GO:0033044,regulation of chromosome organization,Epigenetic
BP,GO:0001780,neutrophil homeostasis,Immune Response
BP,GO:0030224,monocyte differentiation,Immune Response
MF,GO:0005385,zinc ion transmembrane transporter activity,Metal Binding and Homeostasis
MF,GO:0008641,ubiquitin-like modifier activating enzyme activity,none
BP,GO:0009123,nucleoside monophosphate metabolic process,none
BP,GO:0009791,post-embryonic development,none
BP,GO:0030282,bone mineralization,none
BP,GO:0032689,negative regulation of interferon-gamma production,none
BP,GO:0032897,negative regulation of viral transcription,none
MF,GO:0042626,ATPase-coupled transmembrane transporter activity,none
BP,GO:0044275,cellular carbohydrate catabolic process,none
BP,GO:1903131,mononuclear cell differentiation,none
BP,GO:0006837,serotonin transport,Synapse
BP,GO:0071850,mitotic cell cycle arrest,Cell Cycle
CC,GO:0030137,COPI-coated vesicle,Endolysosome
CC,GO:0001772,immunological synapse,Immune Response
BP,GO:0036444,calcium import into the mitochondrion,Mitochondrial Metabolism
BP,GO:0009595,detection of biotic stimulus,none
MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,none
BP,GO:0032516,positive regulation of phosphoprotein phosphatase activity,none
BP,GO:0034502,protein localization to chromosome,none
BP,GO:0035024,negative regulation of Rho protein signal transduction,none
BP,GO:0044346,fibroblast apoptotic process,none
BP,GO:0045987,positive regulation of smooth muscle contraction,none
BP,GO:1902692,regulation of neuroblast proliferation,none
BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,Proteostasis
BP,GO:0007413,axonal fasciculation,Synapse
BP,GO:0106030,neuron projection fasciculation,Synapse
BP,GO:1901626,regulation of postsynaptic membrane organization,Synapse
MF,GO:0008187,poly-pyrimidine tract binding,Cell Cycle
BP,GO:0060236,regulation of mitotic spindle organization,Cell Cycle
BP,GO:0002279,mast cell activation involved in immune response,Immune Response
BP,GO:0045638,negative regulation of myeloid cell differentiation,Immune Response
BP,GO:0008406,gonad development,none
BP,GO:0017145,stem cell division,none
BP,GO:0045103,intermediate filament-based process,none
BP,GO:0045663,positive regulation of myoblast differentiation,none
BP,GO:0050707,regulation of cytokine secretion,Immune Response
BP,GO:2000107,negative regulation of leukocyte apoptotic process,Immune Response
BP,GO:1903749,positive regulation of establishment of protein localization to mitochondrion,Mitochondrial Metabolism
BP,GO:0001841,neural tube formation,none
BP,GO:0006999,nuclear pore organization,none
BP,GO:0007548,sex differentiation,none
BP,GO:0007566,embryo implantation,none
BP,GO:0007628,adult walking behavior,none
BP,GO:0010659,cardiac muscle cell apoptotic process,none
BP,GO:0014841,skeletal muscle satellite cell proliferation,none
BP,GO:0042471,ear morphogenesis,none
BP,GO:0046112,nucleobase biosynthetic process,none
MF,GO:0140104,molecular carrier activity,none
BP,GO:1901607,alpha-amino acid biosynthetic process,none
BP,GO:1901863,positive regulation of muscle tissue development,none
BP,GO:1903792,negative regulation of anion transport,none
BP,GO:1900044,regulation of protein K63-linked ubiquitination,Proteostasis
BP,GO:0031113,regulation of microtubule polymerization,Structural Stabilization
CC,GO:0099061,integral component of postsynaptic density membrane,Synapse
BP,GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,Apoptosis
BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,Apoptosis
BP,GO:0006953,acute-phase response,Immune Response
BP,GO:0043368,positive T cell selection,Immune Response
BP,GO:0017062,respiratory chain complex III assembly,Mitochondrial Metabolism
BP,GO:0019896,axonal transport of mitochondrion,Mitochondrial Metabolism
BP,GO:0034551,mitochondrial respiratory chain complex III assembly,Mitochondrial Metabolism
MF,GO:0004709,MAP kinase kinase kinase activity,none
BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,none
MF,GO:0008233,peptidase activity,none
BP,GO:0010644,cell communication by electrical coupling,none
BP,GO:0014812,muscle cell migration,none
BP,GO:0015867,ATP transport,none
BP,GO:0021762,substantia nigra development,none
MF,GO:0031489,myosin V binding,none
BP,GO:0035358,regulation of peroxisome proliferator activated receptor signaling pathway,none
MF,GO:0043531,ADP binding,none
BP,GO:0070227,lymphocyte apoptotic process,none
BP,GO:0090493,catecholamine uptake,none
BP,GO:1903909,regulation of receptor clustering,none
BP,GO:0061077,chaperone-mediated protein folding,Proteostasis
BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,Proteostasis
BP,GO:0019896,axonal transport of mitochondrion,Synapse
BP,GO:0035633,maintenance of blood-brain barrier,Vasculature
BP,GO:0097345,mitochondrial outer membrane permeabilization,Apoptosis
BP,GO:0045005,DNA-dependent DNA replication maintenance of fidelity,Cell Cycle
BP,GO:0045739,positive regulation of DNA repair,DNA Repair
BP,GO:0097345,mitochondrial outer membrane permeabilization,Mitochondrial Metabolism
MF,GO:0001848,complement binding,none
CC,GO:0008180,COP9 signalosome,none
BP,GO:0009226,nucleotide-sugar biosynthetic process,none
BP,GO:0015740,C4-dicarboxylate transport,none
BP,GO:0035640,exploration behavior,none
BP,GO:0045606,positive regulation of epidermal cell differentiation,none
BP,GO:0046546,development of primary male sexual characteristics,none
BP,GO:0048705,skeletal system morphogenesis,none
MF,GO:0051010,microtubule plus-end binding,none
BP,GO:1901889,negative regulation of cell junction assembly,Structural Stabilization
BP,GO:0050435,amyloid-beta metabolic process,APP Metabolism
BP,GO:0002031,G protein-coupled receptor internalization,Endolysosome
BP,GO:2001135,regulation of endocytic recycling,Endolysosome
BP,GO:0034378,chylomicron assembly,Lipid Metabolism
BP,GO:0001919,regulation of receptor recycling,none
BP,GO:0002089,lens morphogenesis in camera-type eye,none
MF,GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,none
BP,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,none
MF,GO:0016597,amino acid binding,none
BP,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,none
BP,GO:0055123,digestive system development,none
BP,GO:0060044,negative regulation of cardiac muscle cell proliferation,none
BP,GO:1905207,regulation of cardiocyte differentiation,none
BP,GO:0070862,negative regulation of protein exit from endoplasmic reticulum,Proteostasis
BP,GO:0051127,positive regulation of actin nucleation,Structural Stabilization
BP,GO:0097106,postsynaptic density organization,Synapse
BP,GO:0031056,regulation of histone modification,Epigenetic
BP,GO:0002707,negative regulation of lymphocyte mediated immunity,Immune Response
BP,GO:1900015,regulation of cytokine production involved in inflammatory response,Immune Response
BP,GO:0002092,positive regulation of receptor internalization,none
BP,GO:0009913,epidermal cell differentiation,none
BP,GO:0010543,regulation of platelet activation,none
BP,GO:0032925,regulation of activin receptor signaling pathway,none
MF,GO:0043176,amine binding,none
BP,GO:0045844,positive regulation of striated muscle tissue development,none
BP,GO:0048636,positive regulation of muscle organ development,none
BP,GO:0051148,negative regulation of muscle cell differentiation,none
BP,GO:0051260,protein homooligomerization,none
CC,GO:0032591,dendritic spine membrane,Synapse
MF,GO:0051378,serotonin binding,Synapse
BP,GO:0090201,negative regulation of release of cytochrome c from mitochondria,Apoptosis
BP,GO:1902993,positive regulation of amyloid precursor protein catabolic process,APP Metabolism
BP,GO:2000369,regulation of clathrin-dependent endocytosis,Endolysosome
BP,GO:0002523,leukocyte migration involved in inflammatory response,Immune Response
BP,GO:0015909,long-chain fatty acid transport,Lipid Metabolism
BP,GO:0031998,regulation of fatty acid beta-oxidation,Lipid Metabolism
BP,GO:0051900,regulation of mitochondrial depolarization,Mitochondrial Metabolism
BP,GO:0090201,negative regulation of release of cytochrome c from mitochondria,Mitochondrial Metabolism
BP,GO:0031579,membrane raft organization,none
BP,GO:0034260,negative regulation of GTPase activity,none
BP,GO:0035020,regulation of Rac protein signal transduction,none
MF,GO:0035374,chondroitin sulfate binding,none
BP,GO:0035883,enteroendocrine cell differentiation,none
BP,GO:0045820,negative regulation of glycolytic process,none
BP,GO:0050819,negative regulation of coagulation,none
BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,none
BP,GO:0060413,atrial septum morphogenesis,none
BP,GO:0072080,nephron tubule development,none
BP,GO:0030953,astral microtubule organization,Structural Stabilization
CC,GO:1990454,L-type voltage-gated calcium channel complex,Synapse
BP,GO:0001570,vasculogenesis,Vasculature
BP,GO:1901987,regulation of cell cycle phase transition,Cell Cycle
BP,GO:0070734,histone H3-K27 methylation,Epigenetic
BP,GO:0061082,myeloid leukocyte cytokine production,Immune Response
CC,GO:0034361,very-low-density lipoprotein particle,Lipid Metabolism
CC,GO:0034385,triglyceride-rich plasma lipoprotein particle,Lipid Metabolism
BP,GO:0002067,glandular epithelial cell differentiation,none
BP,GO:0003093,regulation of glomerular filtration,none
BP,GO:0008584,male gonad development,none
BP,GO:0016054,organic acid catabolic process,none
BP,GO:0019336,phenol-containing compound catabolic process,none
BP,GO:0030850,prostate gland development,none
BP,GO:0033233,regulation of protein sumoylation,none
BP,GO:0035050,embryonic heart tube development,none
BP,GO:0046395,carboxylic acid catabolic process,none
BP,GO:0050678,regulation of epithelial cell proliferation,none
BP,GO:0009713,catechol-containing compound biosynthetic process,Synapse
BP,GO:0042423,catecholamine biosynthetic process,Synapse
BP,GO:0014829,vascular associated smooth muscle contraction,Vasculature
BP,GO:0001773,myeloid dendritic cell activation,Immune Response
MF,GO:0004697,protein kinase C activity,none
MF,GO:0004698,calcium-dependent protein kinase C activity,none
MF,GO:0005536,glucose binding,none
BP,GO:0031069,hair follicle morphogenesis,none
BP,GO:0031396,regulation of protein ubiquitination,none
BP,GO:0032355,response to estradiol,none
BP,GO:0034501,protein localization to kinetochore,none
BP,GO:0036295,cellular response to increased oxygen levels,none
BP,GO:0097067,cellular response to thyroid hormone stimulus,none
BP,GO:0097186,amelogenesis,none
BP,GO:0071897,DNA biosynthetic process,Cell Cycle
CC,GO:0035267,NuA4 histone acetyltransferase complex,DNA Repair
BP,GO:0071897,DNA biosynthetic process,DNA Repair
CC,GO:0035578,azurophil granule lumen,Endolysosome
CC,GO:0035267,NuA4 histone acetyltransferase complex,Epigenetic
CC,GO:0043189,H4/H2A histone acetyltransferase complex,Epigenetic
BP,GO:0002323,natural killer cell activation involved in immune response,Immune Response
BP,GO:0034204,lipid translocation,Lipid Metabolism
BP,GO:0033690,positive regulation of osteoblast proliferation,none
BP,GO:0034394,protein localization to cell surface,none
BP,GO:0036296,response to increased oxygen levels,none
BP,GO:0043414,macromolecule methylation,none
BP,GO:0046660,female sex differentiation,none
BP,GO:0086013,membrane repolarization during cardiac muscle cell action potential,none
BP,GO:1901293,nucleoside phosphate biosynthetic process,none
BP,GO:0045104,intermediate filament cytoskeleton organization,Structural Stabilization
BP,GO:0031915,positive regulation of synaptic plasticity,Synapse
